StartDate,ResponseId,Classification,Student_type,WLB_open,Stress_open,Effects_open,RU open,Overall_experience,Additional,TIPI_1,TIPI_2,TIPI_3,TIPI_4,TIPI_5,TIPI_6,TIPI_7,TIPI_8,TIPI_9,TIPI_10,Race,Race_6_TEXT,Ethnicity,Ethnicity_3_TEXT,Age,
10/13/2023 8:57,R_25sgyB42dFoHkRI,Freshman,Student Athlete,"I feel as a student athlete I have a lot on my plate, but personal I believe being so busy helps me stay on track.",I keep a calendar to help control my stress by everything planned but if I do get stressed I take a short break from what I am doing and relax.,I get stressed when others ask me for help when I have things I need to complete myself.,,"It has had a good affect of my overall college experience. I believe having academics and soccer that are both activities that need dedication, but they are so different. Having both gives me a break from the other which helps keep a good balance. ",,Agree a little,Neither agree nor disagree,Agree a little,Agree a little,Agree a little,Disagree moderately,Agree a little,Disagree strongly,Disagree a little,Disagree moderately,White,,Not Hispanic or Latino/a/x,,18,36456
10/13/2023 9:05,R_Ant4vzD7eHmtsNr,Freshman,Neither Employed Student or Student Athlete,i find it hard to have time for both,"i dont have one, i dont sleep so i can get everything done",,,it has made it very stressful,no,Agree a little,Neither agree nor disagree,Agree a little,Agree strongly,Agree a little,Disagree moderately,Agree strongly,Disagree moderately,Agree a little,Disagree strongly,White,,Other,,18,36535
10/13/2023 9:57,R_1dyTo2CkAazIOJz,Freshman,Neither Employed Student or Student Athlete,"sometimes it can be pretty difficult to manage, and even with my grades being kept well, it burns me out and makes it a bit difficult to do my extracurricular activities stress free",going to sleep early and waking up early,I was sick for 3 and a half weeks and missed a good amount of class that affected my grade and some clubs im in,n/a,I had to quit my job because I borderline failed my bio exam because it cut off time fro me to study.,n/a,Disagree a little,Agree moderately,Neither agree nor disagree,Agree moderately,Neither agree nor disagree,Agree moderately,Agree strongly,Neither agree nor disagree,Agree a little,Disagree moderately,Other,hispanic,Hispanic or Latino/a/x,,17,36140
10/13/2023 10:23,R_33d637kj0vjXCbD,Freshman,Employed Student,Flexible,Taking multiple breaks when needed because in order to get things done or get by stressful days mental health need to be relaxed.,I get severe migraines ,no,not at all because it provides me a flexible schedule,no,Agree moderately,Agree a little,Agree moderately,Agree a little,Agree moderately,Agree a little,Agree moderately,Disagree moderately,Agree moderately,Disagree moderately,Other,middle-eastern,Not Hispanic or Latino/a/x,,18,36420
10/13/2023 10:34,R_0kbMvLb6yzBb3Tb,Freshman,Neither Employed Student or Student Athlete,Academic work takes up most of my time and I normally have to sacrifice sleep for any personal time to do hobbies I enjoy.,Try and make time for myself each day,,,It has made me more stressed and les able to enjoy college life. I find it hard to make friends and spend time with them because of academics and other commitments ,,Disagree moderately,Neither agree nor disagree,Agree a little,Agree moderately,Agree a little,Agree strongly,Agree moderately,Agree a little,Agree a little,Agree a little,White,,Not Hispanic or Latino/a/x,,18,36273
10/13/2023 10:35,R_3ir1YLpJYhwzcNj,Freshman,Employed Student,"I work but it doesn't really get in the way of my schooling because it is a job that I work when I go back home. When I talk about stress that I may have about work and school is because I try and come up with a monthly schedule of what weekends I am going to go home and what weekends I will stay at school. There is also some stress when it comes to making sure that I have all of my work done before I leave to go home. Other than that, I would still say that I have a pretty good hold a on managing my school/work life. ",The Calander I use to schedule out my life. And I also talk to my parents about what weekends are best for me to come home.  ,,My answers are based off of based off the fact that i dont use these resources because I dont need them currently but when I do I know where to go and who to talk to. ,It hasn't affected it all that much the only time it really affects me is when Im trying to plan out my scheduals or if there is an assignment that I might have forgotten about that I now have to squeeze in when I'm home. ,,Neither agree nor disagree,Neither agree nor disagree,Agree strongly,Disagree strongly,Agree a little,Agree moderately,Agree moderately,Disagree strongly,Agree strongly,Disagree strongly,"White,Other",Irish ,Other,none,18,36171
10/13/2023 12:24,R_3OdcZ1lDZSmZjds,Freshman,Neither Employed Student or Student Athlete,"I used to work and play sports in high school so I understand the struggle about work-life balance more than most people. I love working and I love having sports but it can be so overwhelming sometimes. I always feel like I have everything under control and then boom, something always happens. ",I go to therapy to relieve stress and spending time with the people I care about helps me majorly. ,I feel like my social life and personal life struggle when I can't manage everything and it kind of falls apart. ,I go to the gym on campus.,"Balancing everything has affected my college experience, I ended up having to drop a class because I got too overwhelmed I felt like I didn't have any other choice. ",no,Disagree a little,Agree a little,Neither agree nor disagree,Agree moderately,Disagree moderately,Agree strongly,Agree moderately,Agree moderately,Disagree moderately,Disagree a little,White,,Not Hispanic or Latino/a/x,,18,36504
10/13/2023 14:22,R_3frdbt36M8aNPxQ,Sophomore,Employed Student,"I feel neutral, it isn't too stressful",the gym,n/a,,no,,Disagree moderately,Neither agree nor disagree,Agree moderately,Neither agree nor disagree,Disagree a little,Agree moderately,Neither agree nor disagree,Disagree strongly,Neither agree nor disagree,Agree a little,White,,Not Hispanic or Latino/a/x,,18,36380
10/13/2023 14:21,R_2PdiIgSR1iFLBfn,Freshman,Neither Employed Student or Student Athlete,I feel good and confident in this balance,I always give myself breaks even when I feel like I can keep going. I also go out a lot and do physical activity which helps my mood levels.,Keeping up with relationships,,It has made it a little more interesting because I am always occupied with something.,N/A,Disagree moderately,Disagree a little,Agree strongly,Disagree moderately,Agree a little,Agree a little,Agree strongly,Disagree strongly,Agree strongly,Disagree strongly,"Asian,White",,Not Hispanic or Latino/a/x,,18,36460
10/13/2023 13:41,R_3MQCk6dE9aifSjK,Freshman,Neither Employed Student or Student Athlete,All right,Having my alone time ( Privacy ),,,It has no affect on my college experience ,,Agree a little,Neither agree nor disagree,Neither agree nor disagree,Disagree a little,Agree moderately,Agree moderately,Agree moderately,Disagree moderately,Agree moderately,Disagree moderately,White,,Not Hispanic or Latino/a/x,,18,36370
10/13/2023 15:42,R_1geEsDcDTc7pA3P,Freshman,Employed Student,"Pretty good, It's under control",Prioritize/categorize,"Not really any, I take a school leave from work so I can focus on my studies.",No,It hasn't effected it at all.,"I leave my work life at home and focus on school, only working on breaks or holidays.",Neither agree nor disagree,Neither agree nor disagree,Agree a little,Agree a little,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree a little,Disagree a little,Black or African American,,Not Hispanic or Latino/a/x,,18,36323
10/14/2023 7:35,R_eJbgY40yMAxAALv,Freshman,Neither Employed Student or Student Athlete,"For the most part, I feel as though I am able to manage my work-life balance well. ",Creating a schedule that is flexible. ,I cannot think of any further effects of stress at the moment.,One Radford University resource that I have found to be profoundly beneficial is the McConnell Library.,"Maintaining a strong work-life balance has greatly benefited my college experience, as a vast majority of college students are also undergoing the challenge of creating their own schedule that provides ample free time while prioritizing their studies. The direct application of this skill after college will have an enormous positive impact over the course of our lives. ","Not that I can think of, but I will be sure to let you know of any additional comments I may develop. ",Agree a little,Disagree strongly,Agree strongly,Disagree moderately,Agree moderately,Agree a little,Agree moderately,Disagree strongly,Agree moderately,Disagree moderately,White,,Not Hispanic or Latino/a/x,,19,36418
10/14/2023 10:59,R_WiKudUlBLkLQixH,Freshman,Employed Student,challenging but doable ,"music, time management ",,,Don't have time to make friends and enjoy the weekends ,,Disagree a little,Neither agree nor disagree,Agree strongly,Neither agree nor disagree,Agree strongly,Agree moderately,Neither agree nor disagree,Disagree strongly,Disagree a little,Disagree strongly,White,,Not Hispanic or Latino/a/x,,18,36258
10/14/2023 13:52,R_1gnJrifc67MJuEy,Freshman,Neither Employed Student or Student Athlete,I dont work but sometimes my personal life gets in the way of my academics,I don't really have any,,,it puts a lot more stress on me,,Disagree moderately,Disagree strongly,Agree a little,Agree strongly,Disagree a little,Disagree a little,Agree moderately,Disagree strongly,Disagree a little,Disagree moderately,White,,Not Hispanic or Latino/a/x,,18,36401
10/14/2023 16:33,R_1Ldon8dZfBv2pFj,Freshman,Employed Student,never enough time or sleep ,sleep,depressing,coucling ,terrible,no,Disagree a little,Neither agree nor disagree,Agree a little,Agree strongly,Agree strongly,Disagree a little,Neither agree nor disagree,Agree moderately,Disagree strongly,Disagree strongly,"White,Other",,Not Hispanic or Latino/a/x,,18,36163
