Classification,Student_type,WLB_1,WLB_2,WLB_3,WLB_4,WLB_5,WLB_6,WLB_7,WLB_8,WLB_9,WLB_10,WLB_11,Overall_stress,Stress_1,Stress_2,Stress_3,Stress_4,Stress_5,Stress_6,Effects_1,Effects_2,Effects_3,Effects_4,Effects_5,Effects_6,Effects_7,Effects_8,Effects_9,Effects_10,Coping Resources_1,Coping Resources_2,Coping Resources_3,Coping Resources_4,Coping Resources_5,Coping Resources_6,Coping Resources_7,Coping Resources_8,Coping Resources_9,Coping Resources_10,Coping Resources_11,Coping Resources_12,Coping Resources_13,Coping Resources_14,Coping Resources_15,Coping Resources_16,Coping Resources_17,Coping Resources_18,TIPI_1,TIPI_2,TIPI_3,TIPI_4,TIPI_5,TIPI_6,TIPI_7,TIPI_8,TIPI_9,TIPI_10,Ethnicity,id,ResponseId,WLB_open,Stress_6_TEXT,Stress_open,Effects_open,RU open,Overall_experience,Additional,Race,Race_6_TEXT,Ethnicity_3_TEXT,Age
2,2,2,2,3,3,4,3,3,4,3,2,2,3,8,6,3,3,3,10,3,2,4,4,4,4,4,4,5,4,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,6,3,6,3,6,2,5,2,2,36171.95087,R_2AX8FnX0lNxE6X6,It���s pretty intense but mana,,Try and do nothing some days,,,"It has made it stressful at times, feeling like there is no end to tasks",,5,,,19
1,2,2,2,2,3,3,3,4,2,2,2,4,4,8,6,10,10,3,10,4,4,4,4,1,3,2,1,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,5,7,4,1,5,2,4,36422,R_1IEtidGtEuBfIov,I feel overwhelmed trying to juggle the two,,I try telling myself one thing at a time,None,Office hours,I haven���t been able to focus on my studies how ,No,7,,,18
1,2,2,2,3,3,4,2,3,4,3,1,1,4,6,9,3,6,6,6,4,5,4,4,2,5,5,4,4,5,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,6,4,7,7,5,3,5,1,5,5,2,37063.05751,R_12meGi0QFJmLhvj,I feel that sports take up majority of my time. Sometimes I feel as if I���m here for a sport rather than school which makes me extremely stresse,People,"I use counseling as a resource to manage my stress. It���s a good space for me to feel like I don���t have to get anything done. I can just go in and talk about what���s stressing me out, so I can find",,,I think it���s made me feel very stuck in my repetitive day to day life. Sometimes I feel like I don���t have time to do things that will relieve stress because I have so mu,,5,,,18
1,2,2,2,3,4,3,3,3,4,3,3,4,3,6,8,2,2,6,2,4,3,4,2,1,1,3,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,7,2,7,2,4,1,5,1,2,36272,R_Os6T6kYwgoCEk4p,"It is alot trying to manage time for both sports and classes, so it takes alot of time management to be successful in both at the same time. ",na,"Talking with my parents, or friends ",na,no,I dont work but managing school and my sport is pretty difficult because they both take up a big chunk of my time,no,5,,,18
4,2,3,3,4,3,3,3,2,2,4,1,4,3.198302166,8.486073246,5.452114335,5.266865527,3.858846375,4.886870267,6.450077883,3.548888141,2.538048678,3.469778404,2.920599922,2.62837295,2.307587944,3.132165184,2.199433848,3.025262961,3.395402344,1.79447892,1.280385138,1.317155509,1.487180889,1.135164077,1.194298849,1.948830169,1.115863538,2.01978536,1.080861431,1.029916615,1.237115528,1.062361024,1.155795359,1.373724129,1.052338198,1.047698192,1.109542751,4.101343702,3.849881268,5.904093321,3.405223225,5.090971503,4.959889487,5.331631022,2.379762701,5.174571395,3.613962015,2.656221172,36148.21823,R_3PbFNZgj9dMzVVy,Hectic at times and sacrificing a lot of my free time/personal life,,,,,,,,,,
1,2,3,2,4,5,4,3,4,4,4,2,2,3,8,8,2,6,8,2,4,2,3,4,1,1,3,3,3,4,1,1,1,1,1,2,2,3,1,1,1,3,1,1,1,1,1,3,5,6,6,4,5,4,7,1,6,2,2,36118,R_YYL9fVfnqBlla9z,"I feel that I am able to manage my work-life balance pretty well. At the same time, it is definitely stressful to manage everything at once.",,I go to Morgan's Message meetings. This allows for an outlet for me.,Stress between friends,Morgan's Message,It has caused stress.,No,5,,,18
1,2,2,2,3,3,4,2,3,4,3,1,1,4,6,9,3,6,6,6,4,5,4,4,2,5,5,4,4,5,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,6,4,7,7,5,3,5,1,5,5,2,37063.05751,R_12meGi0QFJmLhvj,I feel that sports take up majority of my time. Sometimes I feel as if I���m here for a sport rather than school which makes me extremely stresse,People,"I use counseling as a resource to manage my stress. It���s a good space for me to feel like I don���t have to get anything done. I can just go in and talk about what���s stressing me out, so I can find",,,I think it���s made me feel very stuck in my repetitive day to day life. Sometimes I feel like I don���t have time to do things that will relieve stress because I have so mu,,5,,,18
1,2,2,2,4,3,4,3,1,4,3,3,2,3,8,6,10,3,3,10,4,3,4,4,2,2,4,4,3,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,6,5,5,5,6,5,6,4,2,36538,R_2ypU5x6bDXXqoX7,Stressed sometimes especially if i have exams,-,Sleep,-,-,It���s hard to get a,-,5,,,19
1,2,2,2,4,3,4,3,1,4,3,3,2,3,8,6,10,3,3,10,4,3,4,4,2,2,4,4,3,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,6,5,5,5,6,5,6,4,2,36538,R_2ypU5x6bDXXqoX7,Stressed sometimes especially if i have exams,-,Sleep,-,-,It���s hard to get a,-,5,,,19
1,2,4,3,4,5,5,4,4,4,4,3,4,2,6,3,2,2,2,2,3,3,3,4,1,2,2,2,3,2,4,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,5,4,5,5,5,2,5,1,3,2,2,36456,R_25sgyB42dFoHkRI,"I feel as a student athlete I have a lot on my plate, but personal I believe being so busy helps me stay on track.",,I keep a calendar to help control my stress by everything planned but if I do get stressed I take a short break from what I am doing and relax.,I get stressed when others ask me for help when I have things I need to complete myself.,,"It has had a good affect of my overall college experience. I believe having academics and soccer that are both activities that need dedication, but they are so different. Having both gives me a break from the other which helps keep a good balance. ",,5,,,18
3,2,3,2,4,4,4,3,2,4,4,3,3,3,8,6,10,3,3,10,4,4,3,4,1,4,2,4,3,4,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,5,7,5,6,2,5,2,6,2,2,36354.04894,R_2S7VuBOMbHhfWP6,I feel pretty good about my work life balance. I would say academics definitely take up a lot of my time. And sometimes the stressing about academics interferes with my ability to mentally decompress,,"Watching YouTube, hanging out with my roommates and friends, reading, exercising, resting",,,"It has taught me to identify what I value, and it has allowed me to quickly learn time management and how not to procrastinate. However, it definitely sometimes adds stress as now being in major specific courses, the load and intensity have greatly increased which creates a strain that I have to work on ",,5,,,20
1,2,2,2,3,3,4,3,2,3,3,1,2,3,8,8,2,2,6,10,4,4,3,2,2,2,2,2,2,2,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,2,7,5,5,7,5,2,7,2,2,36167,R_A0tBQogKkzx8Eed,satisfied,,outdoor walks,none,no,more eventful,no,3,,,19
1,2,3,4,3,4,4,3,3,4,3,2,3,2,6,3,2,2,2,3,2,2,4,3,2,3,3,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,7,4,4,5,7,3,7,5,2,36609,R_YS3SYX2iWBixNw5,I feel that my work-life balance isn't too bad. I have time away from work for my life but not as much as i'd like,,I remind myself that everything always works out,,,not particularly,,5,,,18
2,2,4,3,3,4,4,2,4,5,3,4,4,3,8,3,6,3,6,9,3,2,4,4,4,2,3,3,3,3,1,1,2,2,1,1,2,1,2,1,1,3,1,1,1,1,1,1,2,4,4,3,4,5,5,3,3,5,2,36291,R_232GAjgscQgS77S,I think I could balance my school work and other activities a bit better but my system now works good enough for me,Planning for the future,I smoke weed,Sometime stressing for a long period of time makes my appetite go away and I don't eat as much,The gym helps me relieve stress and work on my physical wellbeing,"I feel it is part of college, to learn how to balance all the things on your plate on your own for the first time","Good questions
","1,5",,,20
1,2,2,1,4,4,3,2,2,4,3,1,1,4,8,9,2,6,9,2,5,4,5,4,2,4,5,4,4,4,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,6,7,7,1,7,1,5,4,2,36391,R_1NsOpwDJOyCDlW8,I feel stressed and overwhelmed majority of the time,,"just relaxing, putting my phone away (a lot of stress comes from it) being alone, and being productive when i have free time",sometimes i get so stressed i make myself feel nauseous,no,it has made it difficult to enjoy.,,5,,,18
2,2,2,1,3,3,3,3,2,4,3,2,2,2,8,8,10,6,2,10,5,3,4,4,3,4,3,3,4,5,1,1,1,1,1,1,1,1,2,1,1,2,1,1,2,1,1,1,7,5,7,5,6,3,6,2,4,1,1,36128.70163,R_RIg5dROwEgYJegh,It is very difficult to balance school and athletics.,,Taking a self care day or time for myself to relax and hang out with my friends,,,,,6,Hispanic,,19
2,2,2,1,4,3,4,4,4,4,3,1,1,4,6,8,10,6,6,10,4,3,4,4,2,2,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,7,5,4,6,6,1,5,3,2,36734.86883,R_2eRVlgVZuCRrWo9,Being a student-athlete it can be difficult to balance academics and athletics while also making time for myself and my social life. Work-life balance can often be hard to achieve but staying organized and finding time-management skills that work for me have been the key to balancing these aspects of my life.,,Staying organized everyday and planning out my days ahead of time really help me to minimize stress as much as I can.,,,,,5,,,19
1,2,2,2,3,3,4,2,3,4,3,1,1,4,6,9,3,6,6,6,4,5,4,4,2,5,5,4,4,5,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,6,4,7,7,5,3,5,1,5,5,2,37063.05751,R_12meGi0QFJmLhvj,I feel that sports take up majority of my time. Sometimes I feel as if I���m here for a sport rather than school which makes me extremely stresse,People,"I use counseling as a resource to manage my stress. It���s a good space for me to feel like I don���t have to get anything done. I can just go in and talk about what���s stressing me out, so I can find",,,I think it���s made me feel very stuck in my repetitive day to day life. Sometimes I feel like I don���t have time to do things that will relieve stress because I have so mu,,5,,,18
2,2,3,3,4,3,4,3,3,2,3,2,3,3.430458269,7.805086909,5.574930232,5.802973726,4.521377004,5.650866653,7.023089883,3.63312728,3.006973444,3.492115001,3.213029194,2.438926089,2.555129232,3.032010345,2.830483118,3.328423185,3.462929438,1.492843145,1.640353719,1.397172417,1.312461811,1.125616007,1.191924519,1.731620499,1.088763297,1.75257226,1.120160097,1.056567498,1.310203687,1.062483357,1.241168596,1.223841818,1.0484856,1.119255357,1.190716939,3.824040092,3.33387263,5.561350406,4.184834306,5.061211715,5.192769924,5.483789519,2.400559415,4.52641754,3.046420467,2.52837706,36290.58645,R_22y05YJHlS48obc,Could be balanced out better,,,,,,,,,,
1,2,2,3,3,3,4,1,2,4,4,1,1,3,8,6,3,8,9,2,5,3,2,3,4,3,2,4,2,4,2,2,3,2,2,2,1,1,3,1,1,1,1,1,2,1,1,1,6,5,6,7,6,5,5,6,6,5,1,36187,R_RJlQnYoDZLXskal,"I think that overall I know how to balance work, school, and sports, yet they still intervene since there's times where all my activities happen at the same time. ",,"I try to use all my spare time to do my ""missing"" assignment or do some of my personal errands and schedule the rest of my life",My personal life and the dynamics within my family definitely has an effect on how in interact in life,,I don't think it has affected me yet. I have a good balance in life for the mean time,,5,,,18
1,2,4,3,4,5,5,4,4,4,4,3,4,2,6,3,2,2,2,2,3,3,3,4,1,2,2,2,3,2,4,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,5,4,5,5,5,2,5,1,3,2,2,36456,R_25sgyB42dFoHkRI,"I feel as a student athlete I have a lot on my plate, but personal I believe being so busy helps me stay on track.",,I keep a calendar to help control my stress by everything planned but if I do get stressed I take a short break from what I am doing and relax.,I get stressed when others ask me for help when I have things I need to complete myself.,,"It has had a good affect of my overall college experience. I believe having academics and soccer that are both activities that need dedication, but they are so different. Having both gives me a break from the other which helps keep a good balance. ",,5,,,18
1,2,4,4,4,4,4,3,3,4,4,3,3,3,6,3,2,3,6,2,2,4,4,4,2,3,2,1,3,3,2,3,2,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,6,4,5,5,6,2,6,4,4,3,2,36587,R_3smIx3DPKFFsO74,"I feel that I handle my social, academic, and work life well. I make sure to get all my course work done, I go to practice, I still feed myself and take care of myself, and I make time for my friends and doing things that I love to do. ",,Taking the time to wind down and getting good sleep seems to help me manage my stress,My only stress is making sure I get it done in the time frame I want to so that way I can do the other things I want to do,I use the student center to go to the gym and I hang out in the bonnie sometimes with my friends.,Not at all,No,5,,,18
1,2,2,2,3,4,3,3,3,4,3,3,4,3,6,8,2,2,6,2,4,3,4,2,1,1,3,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,7,2,7,2,4,1,5,1,2,36272,R_Os6T6kYwgoCEk4p,"It is alot trying to manage time for both sports and classes, so it takes alot of time management to be successful in both at the same time. ",na,"Talking with my parents, or friends ",na,no,I dont work but managing school and my sport is pretty difficult because they both take up a big chunk of my time,no,5,,,18
1,2,3,1,4,3,4,3,4,3,3,2,4,5,8,9,2,2,9,2,5,5,4,3,4,2,2,3,3,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,6,6,5,6,7,3,3,2,3,36335,R_3JFq6miTbvTVEde,"I am able to handle it, but it is stressful most of the time",,I call my mom,It gives me stomach pains,no,balancing school and sports makes life super stressful and at times depressing,no,5,,,18
1,2,2,2,4,3,4,3,1,4,3,3,2,3,8,6,10,3,3,10,4,3,4,4,2,2,4,4,3,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,6,5,5,5,6,5,6,4,2,36538,R_2ypU5x6bDXXqoX7,Stressed sometimes especially if i have exams,-,Sleep,-,-,It���s hard to get a,-,5,,,19
1,2,2,2,2,3,3,3,4,2,2,2,4,4,8,6,10,10,3,10,4,4,4,4,1,3,2,1,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,5,7,4,1,5,2,4,36422,R_1IEtidGtEuBfIov,I feel overwhelmed trying to juggle the two,,I try telling myself one thing at a time,None,Office hours,I haven���t been able to focus on my studies how ,No,7,,,18
1,2,2,1,2,4,3,3,2,1,3,3,3,4,9,6,2,2,8,10,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,36371,R_3EuqNkupodweaUM,stressed,,I go to concealing,I don't have a job,no,don't have a job,no,"3,5",,,19
1,2,3,1,4,3,4,3,4,3,3,1,4,4,6,8,2,3,8,9,4,4,3,2,1,2,1,4,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,6,6,7,4,6,3,2,1,2,36481,R_7VutSd7wyDumdz3,I balance school and sports pretty well but don't have a lot of time to myself because I am busy majority of the time.,Anxiety,Talking to parents and friends about it.,"Stressed about being perfect in all aspects, academically and athletically, and meeting others' expectations for myself.",Student-athlete study hall at Dedmon Center.,I am stressed a lot but I am enjoying college.,"A lot of times, I struggle with asking for help or resources because I am nervous or uncomfortable.",5,,,18
1,2,3,3,3,3,3,3,3,3,3,3,3,1,2,2,2,2,2,2,3,1,1,3,1,1,1,1,1,1,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,4,3,4,4,4,1,4,1,4,36329,R_Zk4HgACdHUIqRPz,Decent,,Breathing,,,It hasn't affected anything,,5,,,19
1,2,2,2,4,3,4,3,1,4,3,3,2,3,8,6,10,3,3,10,4,3,4,4,2,2,4,4,3,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,6,5,5,5,6,5,6,4,2,36538,R_2ypU5x6bDXXqoX7,Stressed sometimes especially if i have exams,-,Sleep,-,-,It���s hard to get a,-,5,,,19
2,2,2,2,3,3,4,3,3,4,3,2,2,3,8,6,3,3,3,10,3,2,4,4,4,4,4,4,5,4,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,6,3,6,3,6,2,5,2,2,36171.95087,R_2AX8FnX0lNxE6X6,It���s pretty intense but mana,,Try and do nothing some days,,,"It has made it stressful at times, feeling like there is no end to tasks",,5,,,19
1,2,2,2,4,3,4,3,1,4,3,3,2,3,8,6,10,3,3,10,4,3,4,4,2,2,4,4,3,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,6,5,5,5,6,5,6,4,2,36538,R_2ypU5x6bDXXqoX7,Stressed sometimes especially if i have exams,-,Sleep,-,-,It���s hard to get a,-,5,,,19
1,2,3,1,4,3,4,3,4,3,3,2,4,5,8,9,2,2,9,2,5,5,4,3,4,2,2,3,3,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,6,6,5,6,7,3,3,2,3,36335,R_3JFq6miTbvTVEde,"I am able to handle it, but it is stressful most of the time",,I call my mom,It gives me stomach pains,no,balancing school and sports makes life super stressful and at times depressing,no,5,,,18
2,2,2.952659987,2.556178891,3.45916303,3.166092784,3.688221962,3.084540773,3.065176628,3.563181294,3.294643004,2.341024177,2.569795939,3.237281861,7.537994738,5.92194592,5.525871453,4.685880722,5.154805735,6.910287721,3.620330256,3.293054848,3.773663893,3.447667752,2.489587036,2.830042172,3.072957917,2.962166788,3.152224466,3.461611448,1.368332826,1.5706846,1.470467556,1.214589339,1.106259909,1.156122838,1.560860625,1.058780411,1.531378297,1.067383359,1.040609336,1.357522064,1.037356646,1.199635459,1.191244543,1.036847304,1.09979069,1.128506305,4.184174651,3.717065331,5.742693448,4.146000714,5.286448463,4.217305411,5.402242598,2.462396464,4.591052113,3.003328275,2.227881852,36294.61827,R_2wiZDZH3FJwLNCA,,,,,,,,,,,
2,2,3,2,4,4,4,3,4,4,4,3,4,2,6,3,2,2,2,10,2,2,3,3,2,1,2,2,2,2,1,2,2,1,1,1,3,1,1,1,1,1,1,1,1,1,1,2,5,3,6,3,6,5,5,3,6,4,2,36439.46852,R_1kGLKwAMdC1LkY5,"I feel confident in my ability to sustain a positive work-life balance. It may be challenging at times, but overall I am able to achieve my goals in life and work.",,"Doing fun activities when I have free time, and relaxing on the weekends.",,No,It���s made my college experience more enjoyable and I think I���ve found a good balance so that there is minimal stress,,5,,,19
2,2,2,2,3,3,4,3,3,4,3,2,2,3,8,6,3,3,3,10,3,2,4,4,4,4,4,4,5,4,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,6,3,6,3,6,2,5,2,2,36171.95087,R_2AX8FnX0lNxE6X6,It���s pretty intense but mana,,Try and do nothing some days,,,"It has made it stressful at times, feeling like there is no end to tasks",,5,,,19
1,3,2,3,4,3,4,1,4,4,2,4,1,3,8,10,10,6,9,10,4,5,3,4,1,1,2,4,3,4,1,3,3,1,1,1,1,1,1,1,1,3,1,4,1,1,1,1,5,3,5,3,6,6,5,3,3,4,2,36172,R_sSgzjSLO5aXfcBz,It can become stressful at moments but I really do try to separate and have equal times between the my academics and my extracurriculars. so im overall fine,,I tend to schedule or make calendars in my phone to be able to keep up with what I have due and what needs to be done that day. if there is a assignment due in the week ill do it to get it out the way and have no excuses about forgetting. about it,,I tend to go to the Esports center and sometimes just go in there to get my work done and socialize,"I don't work a job yet but finding a job outside of campus is pretty competitive. but I do extracurriculars like im on the Valorant esports team and juggling the time between practice, games, academics, and my personal life becomes pretty difficult when you have multiple commitments you made.",,"2,4",,,18
1,3,3,2,2,4,3,2,1,4,3,2,1,4,8,10,10,6,8,10,4,5,4,5,3,4,3,3,4,4,1,1,2,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,5,7,6,6,5,7,7,5,2,4,2,36197,R_2EhE5jWGtvDRqjK,"My work-life balance could use a lot of work. With me being a freshman, I am still adapting to the academic work while also trying to find time to take care of my mental health and hangout with my friends. Just answering these questions made me realize that I need to improve on my well-being rather than be so caught up in academics. ",,"I try to set out days where I strictly do my school work while other days I set aside for my personal life, almost as a self care day. I also try to make a day where I hangout with my friends since they bring joy to my college career. ",I think all of the questions asked accurately describe how I have been feeling my first semester of freshman year.,"For me, it is not really a resource but when I am stressed I tend to walk around campus to help me calm down and clear my mind. This typically helps because it gives me a break and time to myself. ","I think to a certain degree it has. I see my friends go out all the time to go do fun activities, but I feel as though I do not have enough time to go do the stuff they do because of all the academic demands. ",,5,,,18
3,3,4,4,4,4,4,4,2,3,3,2,2,4,9,10,10,2,6,10,5,3,5,4,1,1,5,1,1,3,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,5,2,7,3,7,5,6,2,6,2,3,36416,R_31TWWy4pZKrDCVE,My work-life balance is pretty good so far,,I normally listen to music when I am stressed,I feel stressed when I am studying for more than 2 exams at once.,no,no,no,3,,African American,18
1,3,3,4,4,3,3,2,4,4,4,3,3,3,8,10,10,3,6,10,4,2,4,3,1,2,3,2,2,3,5,2,2,3,1,2,3,1,2,1,1,1,1,1,1,1,1,1,5,5,5,4,5,4,3,3,4,3,2,36607,R_1qUmHiKaKLJOh9U,I try to complete my work while still making time for myself and doing things I like,,I try not to pile things on top to the point where I have to much to do and I feel like I have no time to complete them,,,I try studying as much as I can but also make time for the balance to work,,5,,,18
1,3,3,2,4,3,3,2,3,2,4,1,1,3,9,10,10,6,8,10,4,3,4,3,1,3,4,5,4,4,1,3,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,2,7,7,6,5,3,1,5,2,2,5,2,36141,R_Og1hmxqnqY47sqZ,I personally do not work right now but when I did I felt stressed with all the academics that I had to complete when I got off a shift which then cause me to stay up late and not participate and zone out in class.,,I have managed my stress with making time inbetween classes to do homework and other chores that I have for the day and immediately get my stuff done after class.,it puts a strain on friendships as well,,,,5,,,18
1,3,3,2,3,4,3,2,4,4,4,3,2,2,6,10,3,10,6,10,3,4,3,3,1,2,2,2,2,2,1,2,3,1,1,1,2,1,2,2,1,2,1,1,2,2,2,2,5,4,4,3,6,6,6,2,6,2,2,36370,R_3MQCk6dE9aifSjK,All right,,Having my alone time ( Privacy ),,,It has no affect on my college experience,,5,,,18
1,3,4,4,3,3,4,3,5,4,4,2,2,3,9,10,10,10,6,10,3,3,4,3,3,3,3,4,3,4,2,2,2,2,2,2,3,1,2,2,1,1,1,4,1,1,1,1,5,5,5,6,4,7,6,2,4,4,2,36214,R_1ITyT1j8o8y6OCh,Good. I do not work,,"Music, TV, Walks",,,I am debating on getting a job because most of my friends have one but I am scared of balancing my stressful workload already with another high demand activity,,5,,,18
1,3,1,1,2,2,1,1,3,4,2,4,2,3,8,2,2,2,3,6,5,5,5,5,5,5,5,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,2,6,6,2,3,3,2,36308,R_DdDpLWxKLO5je4p,"i feel like my work-life balance needs major improvements, I often don't complete all of my assignments because I focus more on my personal life.",physical health,"spending time with friends, family, and doing things like watching tv and playing video games alone.",An additional effect of stress I experience in managing my work-life balance is feeling anxious that I will not be able to complete my degree at Radford because I have not completed all my schoolwork,I use the lounges in Muse Hall with friends to study.,It has made it hard to manage my schoolwork because I have not effectively balanced my school and social life so I often don't leave enough time for schoolwork after doing personal things.,no,5,,,18
1,3,2,3,4,3,4,1,4,4,2,4,1,3,8,10,10,6,9,10,4,5,3,4,1,1,2,4,3,4,1,3,3,1,1,1,1,1,1,1,1,3,1,4,1,1,1,1,5,3,5,3,6,6,5,3,3,4,2,36172,R_sSgzjSLO5aXfcBz,It can become stressful at moments but I really do try to separate and have equal times between the my academics and my extracurriculars. so im overall fine,,I tend to schedule or make calendars in my phone to be able to keep up with what I have due and what needs to be done that day. if there is a assignment due in the week ill do it to get it out the way and have no excuses about forgetting. about it,,I tend to go to the Esports center and sometimes just go in there to get my work done and socialize,"I don't work a job yet but finding a job outside of campus is pretty competitive. but I do extracurriculars like im on the Valorant esports team and juggling the time between practice, games, academics, and my personal life becomes pretty difficult when you have multiple commitments you made.",,"2,4",,,18
1,3,5,3,3,3,3,3,3,3,3,3,2,4,8,10,8,8,9,10,4,4,4,4,4,4,4,4,4,4,3,2,3,2,1,1,5,1,3,1,1,1,1,1,1,1,1,2,4,4,5,6,4,6,5,4,5,6,2,36157,R_1OZYQ8gUyMNLZ1L,stressful,,music,,,do not work right now,,5,,,18
1,3,4,4,4,4,4,3,4,4,4,4,3,4,8,2,3,3,6,10,4,4,4,4,3,3,3,2,2,4,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,6,7,3,7,7,5,2,4,2,36236,R_TnmpJTAK26yTGQp,I think I have a good balance with academics and my personal time.,,Make sure I am caught up on work before going out.,Feel tired from being stressed,No,I think I can work on academics a bit harder but I try to have a good balance.,no,"1,2",,,18
2,3,4,4,4,4,4,3,3,4,4,4,4,3,8,3,6,3,3,10,2,2,4,4,1,1,1,1,1,1,1,3,3,2,1,1,2,1,4,1,1,2,1,1,1,1,1,2,7,2,6,2,5,1,5,5,4,4,2,36123,R_2flGSH1sRAB1tOI,I have a good work-life balance and make it a priority.,,I make sure to plan my schedule and use my calendar on my phone to help me manage.,I just want to do my best both at work and in school.,No,I have been able to manage this really well.,No,5,,,20
1,3,2,2,2,4,4,1,1,4,2,3,1,3,9,2,3,3,8,10,5,4,4,3,4,4,4,5,4,4,1,2,4,1,2,1,1,1,2,1,1,1,1,2,1,1,1,4,1,2,6,7,7,7,7,3,5,1,2,36206,R_31oq8BryAqhyimd,It is hard to balance,,yoga,,,almost everyday,,5,,,18
1,3,2,2,2,4,4,1,1,4,2,3,1,3,9,2,3,3,8,10,5,4,4,3,4,4,4,5,4,4,1,2,4,1,2,1,1,1,2,1,1,1,1,2,1,1,1,4,1,2,6,7,7,7,7,3,5,1,2,36206,R_31oq8BryAqhyimd,It is hard to balance,,yoga,,,almost everyday,,5,,,18
2,3,3,2,2,3,5,4,3,5,4,1,1,3,9,2,3,8,6,9,4,4,4,3,2,4,4,4,4,4,3,2,3,2,2,3,3,1,3,1,1,4,1,1,1,1,1,1,7,4,6,7,7,2,7,2,3,2,3,35882,R_UyE7vzmbAq9i6tz,stressed but manageable,home life,"music, self care",being sick,,there has been a lot of stress that has affected my mental health/physical health and has taken tolls on my extracurriculars and relationships,,5,,,19
1,3,3,2,3,3,4,3,4,4,3,2,3,4,8,10,10,10,3,10,4,3,4,3,1,2,2,2,3,4,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,5,5,6,7,6,5,5,2,2,36444,R_1g0cuqMRmr0iqlB,Wobbly and highly variable,None,A lot of calendars and trying to get stuff done early,"Constantly questioning ""Am I going to get this done on time?""",no,Just made it stressful,not really,5,,,18
2,3,3,3,3,2,3,3,3,2,3,4,4,3,8,2,3,8,9,2,3,2,3,3,2,4,4,3,3,2,2,1,2,3,1,1,1,2,1,1,1,1,1,1,1,1,1,1,5,4,4,5,5,5,6,3,3,4,4,36248,R_2dA2Sn43hdtW5jD,good,,idk,good,,it doesn't,no,5,,,19
2,3,3,3,4,3,4,4,2,3,4,2,2,2,3,2,3,2,3,2,2,1,3,2,1,1,2,2,2,2,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,7,1,7,5,4,1,7,4,3,36127,R_3mn2dWNHNIuQ0bd,It is okay,,staying ahead on work,Less sleep,no,it has not affected it a whole lot,no,5,,,18
